,CHAM1,CHAM2,CHAM3,CHAM4,CHAM5
7/20/18 9:00,81.0,87.6,318.9,88.6,502.7
7/20/18 10:00,81.0,91.7,321.4,89.1,499.6
7/20/18 11:00,64.2,86.9,256.7,52.5,389.0
7/20/18 12:00,32.8,91.7,155.9,25.7,190.4
7/20/18 13:00,96.9,94.1,375.1,107.2,586.0
7/20/18 14:00,76.5,88.9,318.5,87.5,499.0
7/20/18 15:00,70.8,85.5,296.5,78.6,467.9
7/20/18 16:00,47.4,82.0,209.5,49.3,341.9
7/20/18 17:00,24.7,82.5,127.7,21.9,193.9
7/20/18 18:00,16.6,71.9,101.1,22.3,163.8
7/20/18 19:00,15.5,75.4,98.2,17.9,156.3
7/20/18 20:00,14.4,19.4,29.9,12.1,38.7
7/20/18 21:00,11.2,14.2,18.4,10.4,20.5
7/20/18 22:00,9.5,13.1,15.6,9.5,16.7
7/20/18 23:00,8.3,11.8,14.1,8.2,15.3
7/21/18 0:00,8.3,12.8,15.4,8.2,16.6
7/21/18 1:00,8.2,12.8,15.2,8.3,16.4
7/21/18 2:00,8.3,12.6,15.1,8.2,16.4
7/21/18 3:00,8.4,12.6,15.1,8.2,16.3
7/21/18 4:00,8.9,13.5,16.1,8.8,17.2
7/21/18 5:00,8.9,13.0,15.4,8.9,16.6
7/21/18 6:00,7.7,11.8,14.2,7.6,15.4
7/21/18 7:00,7.4,38.4,47.9,8.1,49.5
7/21/18 8:00,7.4,78.4,110.6,10.4,114.4
7/21/18 9:00,7.2,69.6,101.5,11.4,108.2
7/21/18 10:00,9.3,73.8,109.7,13.5,117.1
7/21/18 11:00,11.6,73.1,106.1,14.9,128.1
7/21/18 12:00,10.3,76.7,92.0,13.5,100.1
7/21/18 13:00,9.5,72.0,111.3,12.4,156.4
7/21/18 14:00,11.0,76.3,114.6,12.4,160.3
7/21/18 15:00,11.1,75.8,112.8,12.0,159.3
7/21/18 16:00,12.2,56.0,82.8,8.2,123.8
7/21/18 17:00,11.1,17.5,43.2,8.4,52.2
7/21/18 18:00,9.9,14.9,19.2,9.7,26.5
7/21/18 19:00,10.0,13.7,16.2,10.0,18.9
7/21/18 20:00,10.2,14.0,16.3,10.2,17.8
7/21/18 21:00,8.8,12.2,14.8,8.6,16.4
7/21/18 22:00,8.7,12.3,14.9,8.5,16.4
7/21/18 23:00,7.7,11.4,13.9,7.6,15.5
7/22/18 0:00,7.6,12.3,14.7,7.5,16.3
7/22/18 1:00,7.6,12.1,14.6,7.5,16.1
7/22/18 2:00,7.5,12.0,14.4,7.5,15.9
7/22/18 3:00,7.6,11.9,14.4,7.5,15.9
7/22/18 4:00,8.1,12.6,15.1,8.1,16.6
7/22/18 5:00,8.2,12.1,14.6,8.0,16.2
7/22/18 6:00,7.2,10.2,12.7,7.0,14.9
7/22/18 7:00,9.4,11.3,15.6,8.1,22.3
7/22/18 8:00,17.2,19.4,32.8,10.3,46.7
7/22/18 9:00,18.0,21.0,36.9,12.6,82.7
7/22/18 10:00,17.8,21.0,37.4,12.4,83.2
7/22/18 11:00,17.7,22.1,38.2,12.5,71.7
7/22/18 12:00,18.0,28.0,44.2,12.7,54.4
7/22/18 13:00,19.3,27.5,45.1,12.5,90.5
7/22/18 14:00,18.5,27.9,45.0,11.6,87.6
7/22/18 15:00,17.6,26.1,42.7,10.3,87.1
7/22/18 16:00,13.0,20.2,29.9,7.2,71.0
7/22/18 17:00,10.5,14.9,20.5,7.4,27.1
7/22/18 18:00,13.0,13.9,19.6,9.9,24.9
7/22/18 19:00,13.7,14.3,20.2,10.6,22.0
7/22/18 20:00,11.9,14.6,18.1,10.7,19.9
7/22/18 21:00,9.0,12.9,15.5,9.1,17.2
7/22/18 22:00,8.8,12.6,15.1,8.8,16.9
7/22/18 23:00,7.6,11.4,14.0,7.5,15.8
7/23/18 0:00,7.6,12.2,14.7,7.5,16.5
7/23/18 1:00,7.7,12.1,14.7,7.4,16.5
7/23/18 2:00,7.5,12.0,14.5,7.4,16.3
7/23/18 3:00,7.5,12.0,14.3,7.3,16.1
7/23/18 4:00,9.4,13.0,16.5,8.4,18.3
7/23/18 5:00,10.5,13.4,18.6,8.8,22.3
7/23/18 6:00,13.6,16.1,40.4,17.6,58.7
7/23/18 7:00,53.4,42.2,163.6,45.9,242.6
7/23/18 8:00,128.4,98.9,449.8,128.6,680.5
7/23/18 9:00,103.6,99.0,394.8,112.6,616.0
7/23/18 10:00,96.9,95.0,370.2,101.0,582.7
7/23/18 11:00,73.7,88.1,285.1,61.8,444.9
7/23/18 12:00,28.8,93.1,155.7,24.9,188.9
7/23/18 13:00,116.4,90.7,417.9,118.4,646.3
7/23/18 14:00,87.5,89.0,350.3,95.9,550.2
7/23/18 15:00,84.7,90.5,339.4,92.6,530.5
7/23/18 16:00,56.2,85.8,227.5,63.6,354.2
7/23/18 17:00,32.6,37.3,88.6,33.9,118.8
7/23/18 18:00,25.2,30.8,67.3,32.6,97.3
7/23/18 19:00,20.8,20.9,44.9,21.9,71.3
7/23/18 20:00,20.3,19.4,30.9,15.1,39.2
7/23/18 21:00,18.2,17.1,26.0,13.0,27.2
7/23/18 22:00,13.2,14.9,19.5,10.9,20.7
7/23/18 23:00,9.9,13.6,16.1,9.7,17.3
7/24/18 0:00,9.7,14.3,16.6,9.6,18.0
7/24/18 1:00,9.8,14.3,16.7,9.6,17.9
7/24/18 2:00,10.1,14.4,16.7,10.0,18.0
7/24/18 3:00,10.0,14.5,16.8,9.9,18.0
7/24/18 4:00,12.2,15.6,19.2,11.0,20.5
7/24/18 5:00,13.2,15.6,20.4,11.1,23.6
7/24/18 6:00,16.0,15.9,39.6,14.7,60.2
7/24/18 7:00,51.4,44.1,161.6,48.5,237.9
7/24/18 8:00,95.1,97.2,379.6,111.3,584.1
7/24/18 9:00,89.6,89.8,338.1,92.7,528.4
7/24/18 10:00,81.8,86.3,325.7,89.1,509.6
7/24/18 11:00,59.2,84.5,253.8,58.1,386.8
7/24/18 12:00,31.1,85.1,149.1,26.9,183.3
7/24/18 13:00,100.8,87.7,382.5,113.1,597.9
7/24/18 14:00,79.0,89.9,335.2,95.1,524.8
7/24/18 15:00,81.3,89.8,330.3,90.7,514.9
7/24/18 16:00,49.1,83.4,224.2,59.4,354.6
7/24/18 17:00,23.7,81.2,131.7,27.0,185.4
7/24/18 18:00,26.5,72.1,117.6,29.5,184.3
7/24/18 19:00,17.5,70.7,98.2,27.6,154.1
7/24/18 20:00,14.6,20.1,28.9,15.0,37.1
7/24/18 21:00,11.1,14.6,18.6,10.9,19.9
7/24/18 22:00,8.5,12.1,14.6,8.3,15.8
7/24/18 23:00,7.9,11.4,13.9,7.7,15.4
7/25/18 0:00,7.7,12.4,14.7,7.5,15.9
7/25/18 1:00,7.9,12.2,14.9,7.6,16.2
7/25/18 2:00,7.9,12.3,14.8,7.7,16.2
7/25/18 3:00,8.1,12.3,15.0,7.7,16.2
7/25/18 4:00,9.9,13.3,16.7,8.7,18.1
7/25/18 5:00,10.9,13.5,20.2,9.6,23.0
7/25/18 6:00,16.7,16.6,41.9,16.4,58.8
7/25/18 7:00,51.6,41.4,159.8,44.6,238.1
7/25/18 8:00,91.7,94.0,375.9,109.5,589.8
7/25/18 9:00,80.8,82.2,327.3,90.1,521.4
7/25/18 10:00,78.0,81.1,316.3,86.4,498.4
7/25/18 11:00,63.2,82.0,255.7,56.7,387.7
7/25/18 12:00,34.1,83.1,150.0,26.6,184.9
7/25/18 13:00,93.7,82.6,362.2,107.0,564.1
7/25/18 14:00,73.4,82.3,308.0,86.0,488.2
7/25/18 15:00,77.2,83.4,307.5,84.0,477.8
7/25/18 16:00,47.4,80.7,220.7,58.5,356.2
7/25/18 17:00,25.6,57.3,105.0,27.4,135.7
7/25/18 18:00,25.7,70.8,109.0,29.2,140.8
7/25/18 19:00,21.3,34.6,64.2,26.2,86.9
7/25/18 20:00,15.7,17.9,27.8,15.0,32.4
7/25/18 21:00,12.9,16.7,19.5,12.8,20.8
7/25/18 22:00,12.7,16.5,18.9,12.6,20.2
7/25/18 23:00,12.6,15.8,18.7,12.0,20.0
7/26/18 0:00,11.7,16.4,18.9,11.5,20.1
7/26/18 1:00,10.0,14.6,17.0,9.8,18.4
7/26/18 2:00,10.3,14.9,17.4,10.1,18.7
7/26/18 3:00,10.6,15.5,17.9,10.5,19.2
7/26/18 4:00,12.0,15.8,19.2,10.7,20.6
7/26/18 5:00,12.6,15.4,22.9,10.6,26.5
7/26/18 6:00,19.7,16.7,46.4,18.5,62.2
7/26/18 7:00,53.6,43.5,161.2,46.2,234.2
7/26/18 8:00,83.1,94.2,349.4,102.9,544.3
7/26/18 9:00,77.1,84.1,315.0,88.3,490.8
7/26/18 10:00,73.1,85.1,314.5,86.1,487.2
7/26/18 11:00,61.6,84.2,257.3,56.9,389.5
7/26/18 12:00,32.5,84.4,148.5,25.8,183.5
7/26/18 13:00,93.5,86.4,358.4,102.6,556.4
7/26/18 14:00,76.2,87.3,317.5,86.1,494.2
7/26/18 15:00,80.1,83.5,317.1,84.4,489.4
7/26/18 16:00,43.3,77.6,218.0,55.7,349.6
7/26/18 17:00,27.5,75.8,125.8,27.0,156.8
7/26/18 18:00,27.5,73.7,114.7,28.7,141.1
7/26/18 19:00,22.6,75.8,101.9,23.0,118.0
7/26/18 20:00,21.6,37.1,53.1,15.0,59.2
7/26/18 21:00,15.2,13.5,24.9,9.9,26.4
7/26/18 22:00,10.4,13.3,19.0,9.6,20.2
7/26/18 23:00,9.2,13.1,15.9,9.4,17.0
7/27/18 0:00,9.1,14.4,17.0,9.4,18.2
7/27/18 1:00,9.1,14.3,17.1,9.4,18.2
7/27/18 2:00,9.1,14.5,17.1,9.2,18.2
7/27/18 3:00,8.9,14.1,16.6,9.1,17.8
7/27/18 4:00,9.1,14.5,16.8,9.1,18.2
7/27/18 5:00,9.1,14.1,16.4,9.0,17.5
7/27/18 6:00,7.5,11.0,13.2,7.4,14.4
7/27/18 7:00,32.4,30.7,102.5,31.2,152.8
7/27/18 8:00,23.9,29.4,94.0,30.7,164.6
7/27/18 9:00,7.5,12.1,17.2,7.1,51.1
7/27/18 10:00,14.4,14.6,26.5,7.8,31.9
7/27/18 11:00,15.6,15.8,29.8,7.4,39.9
7/27/18 12:00,14.5,19.8,33.2,6.7,43.7
7/27/18 13:00,14.5,19.9,33.3,6.7,41.7
7/27/18 14:00,14.5,20.1,33.6,6.7,41.1
7/27/18 15:00,14.4,20.0,33.5,6.8,41.3
7/27/18 16:00,14.7,20.5,33.3,7.4,40.5
7/27/18 17:00,12.2,18.1,25.9,7.3,30.7
7/27/18 18:00,15.2,15.1,22.4,10.3,25.5
7/27/18 19:00,16.2,15.6,23.3,11.2,24.7
7/27/18 20:00,14.0,15.6,21.0,11.2,22.4
7/27/18 21:00,9.9,14.3,16.8,9.9,18.1
7/27/18 22:00,9.5,13.5,16.0,9.3,17.6
7/27/18 23:00,8.6,12.8,15.2,8.6,16.6
7/28/18 0:00,8.4,14.2,16.4,8.4,17.8
7/28/18 1:00,8.5,14.0,16.3,8.4,17.6
7/28/18 2:00,8.5,13.7,16.0,8.3,17.6
7/28/18 3:00,8.4,14.2,16.5,8.4,17.8
7/28/18 4:00,9.2,14.5,17.0,9.1,18.4
7/28/18 5:00,9.1,14.4,16.6,9.0,18.1
7/28/18 6:00,6.6,10.0,12.4,6.4,13.9
7/28/18 7:00,6.5,9.8,12.3,6.2,13.7
7/28/18 8:00,6.4,9.9,12.4,6.3,13.8
7/28/18 9:00,6.7,11.1,13.4,6.6,14.9
7/28/18 10:00,6.7,12.2,14.5,6.5,15.8
7/28/18 11:00,6.7,12.0,14.4,6.6,15.8
7/28/18 12:00,6.6,15.5,17.9,6.6,19.3
7/28/18 13:00,6.7,15.4,17.6,6.5,19.1
7/28/18 14:00,6.3,15.0,17.3,6.2,18.6
7/28/18 15:00,6.3,15.0,17.4,6.2,18.8
7/28/18 16:00,7.0,15.5,17.8,6.8,19.3
7/28/18 17:00,7.1,15.7,18.1,7.0,19.6
7/28/18 18:00,12.2,16.8,19.2,12.1,20.6
7/28/18 19:00,12.7,17.0,19.4,12.5,21.0
7/28/18 20:00,13.1,17.3,19.7,13.0,21.1
7/28/18 21:00,11.8,16.2,18.4,11.7,19.8
7/28/18 22:00,11.6,15.9,18.3,11.4,20.1
7/28/18 23:00,10.7,14.9,17.2,10.5,18.5
7/29/18 0:00,10.5,16.1,18.5,10.4,19.7
7/29/18 1:00,10.3,15.8,18.3,10.1,19.6
7/29/18 2:00,10.1,15.3,17.5,9.9,18.8
7/29/18 3:00,10.2,15.7,18.1,10.1,19.4
7/29/18 4:00,10.9,16.2,18.7,10.8,20.0
7/29/18 5:00,10.9,15.7,18.0,10.7,19.3
7/29/18 6:00,8.2,11.4,16.3,8.1,17.5
7/29/18 7:00,6.9,10.2,17.9,6.8,19.1
7/29/18 8:00,7.2,13.7,20.8,7.0,24.0
7/29/18 9:00,7.1,12.5,18.6,7.0,22.7
7/29/18 10:00,7.2,12.1,15.1,7.0,18.9
7/29/18 11:00,6.9,12.0,14.3,6.8,18.1
7/29/18 12:00,6.9,15.7,18.1,6.8,21.9
7/29/18 13:00,9.0,15.6,20.1,6.8,23.9
7/29/18 14:00,10.6,15.5,21.7,6.8,24.7
7/29/18 15:00,10.5,14.6,20.6,6.7,23.7
7/29/18 16:00,10.8,14.9,20.8,7.1,22.5
7/29/18 17:00,13.5,17.8,24.2,9.6,25.3
7/29/18 18:00,14.8,17.2,21.9,12.3,23.1
7/29/18 19:00,12.7,17.1,19.7,12.6,20.9
7/29/18 20:00,12.7,17.0,19.5,12.6,20.7
7/29/18 21:00,10.8,15.0,17.4,10.5,18.6
7/29/18 22:00,10.6,14.5,16.9,10.5,18.3
7/29/18 23:00,10.3,14.3,16.8,10.2,18.0
7/30/18 0:00,10.9,16.5,18.9,10.8,20.0
7/30/18 1:00,10.8,16.6,18.9,10.7,20.2
7/30/18 2:00,10.8,16.2,18.6,10.7,19.7
7/30/18 3:00,8.6,14.0,16.4,8.6,17.7
7/30/18 4:00,9.1,14.7,17.0,8.9,18.1
7/30/18 5:00,9.3,14.2,16.7,9.1,17.9
7/30/18 6:00,5.2,8.4,10.8,5.2,12.0
7/30/18 7:00,5.8,9.0,11.5,5.6,12.8
7/30/18 8:00,11.4,13.6,24.2,8.2,25.5
7/30/18 9:00,14.0,13.8,34.8,15.9,38.7
7/30/18 10:00,17.5,14.1,32.9,9.0,40.8
7/30/18 11:00,18.2,12.0,29.0,6.7,38.5
7/30/18 12:00,19.9,16.3,36.2,6.6,40.7
7/30/18 13:00,19.7,16.1,35.5,6.9,40.0
7/30/18 14:00,20.4,16.2,35.1,7.7,39.7
7/30/18 15:00,20.4,16.1,33.0,7.2,37.7
7/30/18 16:00,18.0,15.2,28.7,7.8,33.4
7/30/18 17:00,14.5,15.2,25.0,7.9,26.9
7/30/18 18:00,14.3,11.6,21.3,7.6,22.5
7/30/18 19:00,14.6,11.4,21.4,7.9,22.7
7/30/18 20:00,9.1,11.5,15.8,8.0,16.9
7/30/18 21:00,7.1,10.9,13.8,7.4,15.1
7/30/18 22:00,8.2,12.0,14.8,8.4,16.0
7/30/18 23:00,8.0,11.7,14.1,7.9,15.3
7/31/18 0:00,8.2,12.9,15.5,7.9,16.7
7/31/18 1:00,8.0,12.9,15.4,7.8,16.5
7/31/18 2:00,7.7,12.7,15.2,7.5,16.5
7/31/18 3:00,6.3,10.9,13.3,6.2,14.4
7/31/18 4:00,8.7,12.7,16.0,7.7,17.1
7/31/18 5:00,9.3,12.4,19.5,8.0,22.9
7/31/18 6:00,11.4,15.3,37.8,14.1,56.3
7/31/18 7:00,44.8,39.5,150.2,43.6,223.5
7/31/18 8:00,118.8,88.4,433.8,126.3,659.4
7/31/18 9:00,98.0,87.9,388.5,111.1,606.1
7/31/18 10:00,96.8,87.2,354.8,98.5,555.1
7/31/18 11:00,72.4,88.0,281.2,62.2,430.8
7/31/18 12:00,29.2,88.6,162.4,23.9,198.4
7/31/18 13:00,119.1,93.3,421.6,125.5,655.0
7/31/18 14:00,95.9,93.9,370.0,105.4,584.3
7/31/18 15:00,93.2,92.9,353.0,98.6,554.5
7/31/18 16:00,54.3,88.5,245.4,61.8,394.1
7/31/18 17:00,24.9,31.8,87.0,24.1,119.7
7/31/18 18:00,29.1,27.6,70.2,29.1,100.0
7/31/18 19:00,22.0,20.9,49.0,24.4,69.4
7/31/18 20:00,16.1,19.2,30.1,15.6,35.1
7/31/18 21:00,13.9,17.8,22.3,13.8,23.6
7/31/18 22:00,13.2,16.9,19.6,13.0,20.8
7/31/18 23:00,10.6,14.2,16.8,10.3,18.1
8/1/18 0:00,10.5,15.4,17.9,10.4,19.1
8/1/18 1:00,10.5,15.4,17.9,10.3,19.1
8/1/18 2:00,10.4,15.3,17.8,10.2,19.0
8/1/18 3:00,10.6,15.3,17.9,10.5,19.0
8/1/18 4:00,12.5,16.3,19.8,11.3,21.2
8/1/18 5:00,11.9,15.2,21.5,10.5,25.3
8/1/18 6:00,17.1,17.3,45.4,16.5,61.2
8/1/18 7:00,51.0,41.3,153.5,46.6,227.9
8/1/18 8:00,101.7,87.6,379.1,114.9,593.1
8/1/18 9:00,84.4,88.2,332.7,94.0,526.5
8/1/18 10:00,86.1,88.6,329.8,92.0,511.5
8/1/18 11:00,65.1,89.6,270.6,59.7,414.8
8/1/18 12:00,31.2,90.5,158.3,26.9,195.3
8/1/18 13:00,109.2,91.8,397.6,119.8,629.9
8/1/18 14:00,84.3,91.2,338.1,94.4,535.3
8/1/18 15:00,84.3,88.0,330.3,92.1,523.5
8/1/18 16:00,52.3,88.6,237.1,59.0,391.1
8/1/18 17:00,26.2,56.4,109.6,25.6,176.1
8/1/18 18:00,27.1,52.6,96.9,27.7,161.9
8/1/18 19:00,25.4,49.6,85.4,23.9,146.9
8/1/18 20:00,19.6,21.0,37.3,14.1,50.9
8/1/18 21:00,12.5,16.2,20.2,12.3,21.5
8/1/18 22:00,11.8,15.6,18.0,11.7,19.4
8/1/18 23:00,11.1,14.9,17.4,11.0,18.7
8/2/18 0:00,10.6,17.7,20.2,10.5,21.4
8/2/18 1:00,9.3,15.7,18.1,9.1,19.5
8/2/18 2:00,9.3,15.1,17.5,9.1,19.0
8/2/18 3:00,9.2,15.5,18.0,9.1,19.2
8/2/18 4:00,11.2,16.6,20.1,10.2,21.5
8/2/18 5:00,12.9,16.5,21.7,10.2,25.1
8/2/18 6:00,20.5,18.5,47.9,17.9,63.6
8/2/18 7:00,49.8,39.8,152.6,44.5,226.0
8/2/18 8:00,94.7,88.3,363.0,109.9,580.3
8/2/18 9:00,89.1,89.9,340.5,92.3,541.3
8/2/18 10:00,83.0,87.5,326.8,91.2,524.8
8/2/18 11:00,62.3,79.8,246.6,56.0,384.6
8/2/18 12:00,31.0,85.0,146.3,24.7,181.2
8/2/18 13:00,100.0,87.1,369.7,111.9,592.7
8/2/18 14:00,78.2,83.6,319.4,91.4,515.3
8/2/18 15:00,82.0,83.1,317.0,87.8,507.6
8/2/18 16:00,47.1,80.1,219.8,54.9,358.9
8/2/18 17:00,22.7,54.0,104.4,24.3,137.6
8/2/18 18:00,20.9,46.7,85.0,25.5,116.1
8/2/18 19:00,20.5,44.9,76.9,23.6,98.5
8/2/18 20:00,18.9,16.5,31.4,12.1,38.7
8/2/18 21:00,16.3,15.3,24.9,11.6,26.4
8/2/18 22:00,11.4,15.0,18.3,11.3,19.7
8/2/18 23:00,10.9,14.4,17.0,10.6,18.0
8/3/18 0:00,8.9,15.7,18.3,8.7,19.5
8/3/18 1:00,8.4,13.2,15.7,8.3,17.0
8/3/18 2:00,8.3,14.2,16.7,8.2,17.9
8/3/18 3:00,8.3,13.2,15.5,8.2,16.7
8/3/18 4:00,9.8,14.1,17.3,8.9,19.0
8/3/18 5:00,11.2,14.8,20.3,9.3,24.8
8/3/18 6:00,15.5,17.5,45.6,17.8,65.5
8/3/18 7:00,52.8,41.1,155.9,47.6,233.6
8/3/18 8:00,89.3,84.1,345.8,107.1,561.4
8/3/18 9:00,84.9,86.9,323.4,89.3,517.0
8/3/18 10:00,81.9,86.1,317.5,86.7,506.7
8/3/18 11:00,64.9,84.0,255.2,57.0,394.5
8/3/18 12:00,31.3,85.0,148.0,24.2,182.3
8/3/18 13:00,98.5,88.5,372.0,113.5,585.5
8/3/18 14:00,80.6,88.8,325.2,92.2,519.1
8/3/18 15:00,80.5,86.1,312.4,84.6,497.1
8/3/18 16:00,50.5,78.1,225.3,57.5,368.7
8/3/18 17:00,27.6,58.0,109.9,25.3,140.7
8/3/18 18:00,30.0,50.4,93.9,28.6,123.8
8/3/18 19:00,25.0,28.4,52.7,24.8,77.7
8/3/18 20:00,22.4,21.5,35.0,17.5,44.9
8/3/18 21:00,19.2,20.1,28.5,16.2,31.7
8/3/18 22:00,14.0,17.7,20.8,13.7,22.9
8/3/18 23:00,12.7,16.4,18.9,12.4,20.2
8/4/18 0:00,12.5,19.8,22.1,12.3,23.3
8/4/18 1:00,12.7,19.8,22.3,12.4,23.5
8/4/18 2:00,12.4,19.6,22.0,12.2,23.5
8/4/18 3:00,12.5,19.5,22.0,12.2,23.1
8/4/18 4:00,13.0,20.0,22.5,12.8,23.7
8/4/18 5:00,13.1,19.1,21.5,12.8,22.8
8/4/18 6:00,10.7,13.8,16.2,10.4,17.5
8/4/18 7:00,7.9,37.1,41.5,8.5,46.5
8/4/18 8:00,6.5,69.6,80.5,11.1,91.1
8/4/18 9:00,17.4,66.0,100.6,12.9,157.2
8/4/18 10:00,36.7,69.2,124.1,15.0,182.4
8/4/18 11:00,32.4,69.0,119.9,14.6,177.9
8/4/18 12:00,32.3,69.6,122.2,14.9,171.0
8/4/18 13:00,30.8,69.0,121.2,14.4,178.1
8/4/18 14:00,30.0,69.0,121.2,13.0,178.4
8/4/18 15:00,29.7,68.9,118.7,13.3,174.0
8/4/18 16:00,29.3,25.4,66.2,9.8,107.9
8/4/18 17:00,26.0,18.3,49.3,10.3,78.8
8/4/18 18:00,22.3,19.4,33.2,14.7,36.5
8/4/18 19:00,19.1,18.8,25.7,14.6,26.9
8/4/18 20:00,14.5,18.6,21.0,14.3,22.3
8/4/18 21:00,13.5,17.5,19.8,13.4,21.0
8/4/18 22:00,13.6,17.6,20.1,13.3,21.4
8/4/18 23:00,12.8,16.7,19.1,12.6,20.3
8/5/18 0:00,12.6,19.8,22.1,12.4,23.3
8/5/18 1:00,12.5,19.7,22.1,12.4,23.3
8/5/18 2:00,12.3,19.1,21.5,12.1,22.8
8/5/18 3:00,12.1,19.0,21.3,11.9,22.5
8/5/18 4:00,12.7,20.0,22.3,12.6,23.5
8/5/18 5:00,12.9,18.9,21.6,12.7,22.8
8/5/18 6:00,7.8,10.9,15.8,7.6,17.1
8/5/18 7:00,6.7,9.8,12.5,6.6,13.7
8/5/18 8:00,13.4,11.3,20.2,6.6,21.4
8/5/18 9:00,18.7,12.6,28.1,7.4,42.4
8/5/18 10:00,19.5,12.6,29.5,7.8,69.9
8/5/18 11:00,19.6,13.3,30.2,8.0,58.1
8/5/18 12:00,19.7,16.1,33.8,7.8,39.3
8/5/18 13:00,20.4,16.0,35.3,7.7,75.0
8/5/18 14:00,20.8,15.9,35.2,7.9,75.1
8/5/18 15:00,20.5,15.7,33.6,7.7,73.1
8/5/18 16:00,18.8,16.2,31.8,8.4,67.3
8/5/18 17:00,15.3,16.2,26.4,8.3,31.1
8/5/18 18:00,20.6,17.9,28.7,13.1,30.8
8/5/18 19:00,18.9,17.9,27.0,13.8,28.1
8/5/18 20:00,16.4,17.9,23.4,13.8,24.6
8/5/18 21:00,14.9,16.4,21.8,12.2,23.1
8/5/18 22:00,14.6,16.0,21.3,11.9,22.5
8/5/18 23:00,12.8,15.3,19.2,11.0,20.4
8/6/18 0:00,10.9,18.0,20.6,10.5,21.9
8/6/18 1:00,10.6,17.9,20.3,10.5,21.5
8/6/18 2:00,10.6,17.8,20.2,10.3,21.4
8/6/18 3:00,10.7,17.9,20.4,10.4,21.7
8/6/18 4:00,12.3,18.5,22.0,11.2,23.3
8/6/18 5:00,9.4,13.9,20.3,7.5,25.7
8/6/18 6:00,10.5,15.3,35.0,11.1,51.7
8/6/18 7:00,44.7,36.5,140.7,41.4,212.4
8/6/18 8:00,100.8,84.8,382.5,120.4,591.2
8/6/18 9:00,87.5,85.6,337.2,96.0,535.4
8/6/18 10:00,81.9,88.1,324.6,92.1,511.8
8/6/18 11:00,64.5,86.2,262.7,59.8,401.3
8/6/18 12:00,31.3,89.4,152.8,27.3,187.7
8/6/18 13:00,101.1,91.0,379.4,114.0,596.0
8/6/18 14:00,83.2,91.3,331.1,93.0,514.4
8/6/18 15:00,78.5,89.2,318.1,89.2,496.0
8/6/18 16:00,50.7,83.8,224.3,59.1,360.2
8/6/18 17:00,24.3,31.7,81.7,27.6,130.9
8/6/18 18:00,23.6,21.0,63.2,28.4,117.8
8/6/18 19:00,21.0,16.0,48.2,22.8,91.1
8/6/18 20:00,15.9,15.8,28.9,12.5,36.0
8/6/18 21:00,11.0,14.8,19.6,10.8,21.0
8/6/18 22:00,10.6,14.5,17.0,10.5,18.2
8/6/18 23:00,10.5,14.4,17.0,10.4,18.3
8/7/18 0:00,9.3,16.5,19.1,9.2,20.4
8/7/18 1:00,9.4,16.8,19.2,9.3,20.5
8/7/18 2:00,9.4,16.7,19.2,9.2,20.5
8/7/18 3:00,9.3,16.6,19.2,9.2,20.3
8/7/18 4:00,11.0,17.3,20.8,10.0,22.4
8/7/18 5:00,11.5,16.5,23.0,9.3,27.0
8/7/18 6:00,15.8,18.3,41.7,16.5,61.6
8/7/18 7:00,49.7,40.3,151.6,46.0,225.7
8/7/18 8:00,94.6,87.7,369.4,113.3,584.8
8/7/18 9:00,84.2,85.7,333.4,97.1,532.2
8/7/18 10:00,83.0,85.8,325.5,92.0,514.3
8/7/18 11:00,65.4,85.1,259.3,60.4,393.7
8/7/18 12:00,31.7,86.1,149.4,27.2,184.9
8/7/18 13:00,91.8,84.8,354.5,108.6,562.4
8/7/18 14:00,76.3,85.5,314.3,88.8,495.0
8/7/18 15:00,78.9,82.4,309.9,84.6,486.6
8/7/18 16:00,49.1,77.6,217.8,56.6,351.8
8/7/18 17:00,25.6,52.7,106.4,27.3,172.9
8/7/18 18:00,24.9,48.5,93.9,28.2,157.1
8/7/18 19:00,23.3,46.1,79.0,20.2,138.1
8/7/18 20:00,21.0,18.7,36.7,12.6,47.2
8/7/18 21:00,16.1,15.0,24.5,10.9,26.7
8/7/18 22:00,10.8,14.4,16.9,10.5,18.6
8/7/18 23:00,10.0,13.6,16.0,9.8,17.7
8/8/18 0:00,9.8,16.6,19.1,9.7,20.9
8/8/18 1:00,9.7,15.7,18.1,9.6,19.7
8/8/18 2:00,9.9,16.0,18.3,9.8,20.1
8/8/18 3:00,9.9,15.3,17.7,9.7,19.4
8/8/18 4:00,11.6,16.4,19.7,10.6,21.6
8/8/18 5:00,13.0,16.4,22.9,10.8,26.8
8/8/18 6:00,21.6,22.5,50.5,18.2,70.6
8/8/18 7:00,48.4,41.7,153.3,45.5,226.2
8/8/18 8:00,83.5,90.3,332.6,103.6,529.1
8/8/18 9:00,77.7,84.7,308.9,87.2,479.2
8/8/18 10:00,77.0,78.7,302.4,84.3,474.8
8/8/18 11:00,59.3,79.6,246.6,56.9,384.3
8/8/18 12:00,31.3,84.1,148.7,27.1,183.7
8/8/18 13:00,94.1,84.4,354.1,107.2,563.8
8/8/18 14:00,78.7,84.4,318.1,87.7,510.7
8/8/18 15:00,76.0,85.4,310.7,88.7,482.2
8/8/18 16:00,47.2,77.4,219.9,55.7,342.6
8/8/18 17:00,23.3,53.9,105.9,25.2,140.1
